0,0,0,0,-0,-0,0,0,0,0,0,2.45e-06,0.000366336,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0.000338096,0.000222166,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0.000144087,6.45e-05,-0,-0
0.604,0.000197248707206549,0.000164283250986698,0.157833333333333,-7.88994828826195e-05,-6.57133003946791e-05,0,0.000196421051750185,0.00016375443349922,0.157864465754287,0.157859262706447,0.000416184,0.000614331,-7.85684207000738e-05,-6.55017733996882e-05,0.604,0.000169439369248466,0.000176568819976994,0.137791666666667,-6.77757476993865e-05,-7.06275279907976e-05,0,0.000168885201138279,0.00017595013826814,0.137815013999754,0.137815996378653,0.000522376,0.000534897,-6.75540804553114e-05,-7.03800553072561e-05,0.604,0.00027896876407882,0.000210307314741036,0.211,-0.000111587505631528,-8.41229258964143e-05,0,0.000278532693790229,0.000210026761766097,0.211058862409221,0.21104437484341,0.000374877,0.000376104,-0.000111413077516091,-8.40107047064389e-05
1.208,0.00046734613177898,0.000389240279198947,0.373958333333333,-0.000186938452711592,-0.000155696111679579,0,0.000465510822232847,0.000388074605280631,0.374133101313863,0.374103892979409,0.000835344,0.00076855,-0.000186204328893139,-0.000155229842112253,1.208,0.000316642062883436,0.000329965318251534,0.2575,-0.000126656825153374,-0.000131986127300613,0,0.000315652904145789,0.000328859577891019,0.257581535331192,0.25758496606945,0.00069544,0.000815515,-0.000126261161658316,-0.000131543831156408,1.208,0.00079057676407882,0.000595995314741036,0.597958333333333,-0.000316230705631528,-0.000238398125896414,0,0.000789744693790229,0.000595429761766097,0.598431065297554,0.59831471369841,0.000676802,0.000738628,-0.000282193277516091,-0.000239914104706439
1.778,0.00099108623132583,0.000825449608244408,0.793041666666667,-0.000396434492530332,-0.000330179843297763,0,0.000987710939780986,0.000823336451084596,0.793827639343368,0.793696282599738,0.00101408,0.000829716,-0.000395084375912394,-0.000329334580433838,1.8119,0.000622985573236196,0.000649198754792945,0.506625,-0.000249194229294478,-0.000259679501917178,0,0.000621229618604324,0.000647229720791276,0.506940620066041,0.506953900319147,0.000844294,0.00092129,-0.00024849184744173,-0.000258891888316511,1.812,0.00109777376407882,0.00110346131474104,1.164875,-0.000467256705631528,-0.000443618525896414,0,0.00109607369379023,0.0011022477617661,1.16615376921343,1.16616039449901,0.000776103,0.00089854,-0.000467341277516091,-0.000443410104706439
2.382,0.00170353523132583,0.00141882960824441,1.363125,-0.000681414092530332,-0.000567531843297763,0,0.00169894193978099,0.0014160364510846,1.3654471314622,1.36505904210974,0.000896118,0.000979796,-0.000824906775912394,-0.000745268580433838,2.4159,0.0011574855732362,0.00120618875479294,0.941291666666667,-0.000462994229294479,-0.000482475501917178,0,0.00115483961860432,0.00120319972079128,0.942381198191041,0.94242704208998,0.000928215,0.000955589,-0.00059410284744173,-0.00079833188831651,2.416,0.00172904676407882,0.00168241131474104,1.75816666666667,-0.000757090705631528,-0.000669174525896414,0,0.00172724069379023,0.0016808177617661,1.76120661905238,1.76112462615987,0.000980512,0.000959806,-0.000757735277516091,-0.000668901104706439
2.986,0.00207557523132583,0.00201105960824441,1.96770833333333,-0.000951196092530332,-0.000958683843297763,0,0.00207013193978099,0.0020068364510846,1.97179246001247,1.97166551208331,0.00080139,0.000875424,-0.000951035775912394,-0.000958644580433838,3.0199,0.0017467655732362,0.00180578875479294,1.52025,-0.000920344229294478,-0.00107970750191718,0,0.00174250961860432,0.00180157972079128,1.52290552036271,1.52299525035447,0.00104317,0.0010019,-0.000920437847441729,-0.00108092188831651,3.02,0.00228414676407882,0.00226447131474104,2.35895833333333,-0.000875674705631528,-0.000860124525896414,0,0.00228048069379023,0.0022616477617661,2.36434654037701,2.36430012681184,0.000885972,0.000963907,-0.000876213277516091,-0.000860263104706439
3.59,0.00267296523132583,0.00247865960824441,2.58075,-0.00116255809253033,-0.00120763384329776,0,0.00266694193978099,0.0024734564510846,2.58764825502074,2.58714680078398,0.000900102,0.000966785,-0.00116280077591239,-0.00120841458043384,3.6239,0.0024209955732362,0.00241928875479294,2.14483333333333,-0.00117307422929448,-0.00128106750191718,0,0.00241498961860432,0.00241348972079128,2.15002596533866,2.15002230449757,0.00102907,0.000982764,-0.00117359784744173,-0.00128230188831651,3.624,0.00280172676407882,0.00284942131474104,2.96525,-0.00132247870563153,-0.00120406652589641,0,0.00279744069379023,0.0028451677617661,2.97355782028718,2.97369924655354,0.000905821,0.000965669,-0.00132313627751609,-0.00120446110470644
4.194,0.00316491523132583,0.00318219960824441,3.21220833333333,-0.00142162809253033,-0.00139313384329776,0,0.00315746193978099,0.0031747064510846,3.22237470041369,3.22243022143327,0.00108528,0.00109434,-0.00142211077591239,-0.00139389458043384,4.2279,0.0029938855732362,0.00299687875479294,2.753625,-0.00145889422929448,-0.00158804750191718,0,0.00298562961860432,0.00298874972079128,2.7618690381616,2.76187728026117,0.000939224,0.000982568,-0.00146001784744173,-0.00158984188831651,4.228,0.00338137676407882,0.00343421131474104,3.56320833333333,-0.00152172870563153,-0.00146019652589641,0,0.00337472069379023,0.0034281777617661,3.57525688319724,3.57544514370845,0.000959942,0.000987776,-0.00152325627751609,-0.00146094110470644
4.798,0.00398867523132583,0.00380524960824441,3.82195833333333,-0.00163897809253033,-0.00167930384329776,0,0.00397796193978099,0.0037954264510846,3.83720288387266,3.83650183878398,0.000878206,0.000972196,-0.00163933077591239,-0.00168019458043384,4.8318,0.0035596455732362,0.00361057875479294,3.34858333333333,-0.00166969422929448,-0.00180350750191718,0,0.00354947961860432,0.00360032972079128,3.36050310317245,3.36067365717532,0.00103126,0.00104239,-0.00167081784744173,-0.00180563188831651,4.798,0.00393286676407882,0.00401325131474104,4.12683333333333,-0.00179863870563153,-0.00173584652589641,0,0.00392478069379023,0.0040051877617661,4.14306361899089,4.14339535263405,0.000931632,0.00101376,-0.00180124627751609,-0.00173702110470644
5.402,0.00422982523132583,0.00436119960824441,4.414875,-0.00196708809253033,-0.00195897384329776,0,0.00421824193978099,0.0043490264510846,4.43354914966815,4.43412915112045,0.000790986,0.000979834,-0.00196800077591239,-0.00196102458043384,5.4023,0.0042093155732362,0.00422579875479294,3.917375,-0.00189718422929448,-0.00198157750191718,0,0.00419673961860432,0.00421293972079128,3.93386446759371,3.93392903839706,0.00109214,0.0010306,-0.00189915784744173,-0.00198448188831651,5.402,0.00447848676407882,0.00462930131474104,4.70841666666667,-0.00209661870563153,-0.00205290652589641,0,0.00446881069379023,0.0046187177617661,4.7295032483881,4.73021334613201,0.0010838,0.00101932,-0.00209839627751609,-0.00205481110470644
