0.000579389872296414,0
1.97969669724583e-05,1e-12
1.9714772388062e-05,1.41253754462276e-11
2.0334738800057e-05,1.99526231496888e-10
2.09856851109465e-05,2.81838293126445e-09
2.1774986066586e-05,3.98107170553497e-08
2.21874615929759e-05,5.62341325190349e-07
2.37905753699654e-05,7.94328234724282e-06
2.207279907174e-05,0.000112201845430197
2.93345928653502e-05,0.00158489319246111
2.08301955562431e-05,0.0223872113856834
2.84316135553359e-05,0.316227766016838
3.21729551243715e-05,4.46683592150963
2.40353957002281e-05,63.0957344480194
2.91653448174024e-05,891.250938133744
6.06109591596068e-05,12589.2541179417
7.15326944465834e-05,177827.941003892
0.00015375359574854,2511886.43150957
0.000300187358296712,35481338.9233576
0.000499769236268385,501187233.627271
0.000844717474428336,7079457843.8414
0.00137591355020257,100000000000
