t01,exxEng01AVG,StressEng01AVG,eyyEng01AVG,0,exxHencky01SOI,StressTrue01AVG,SR0Hencky1AVG,eyyHencky01AVG,t02,exxEng02AVG,StressEng02AVG,eyyEng02AVG,0,exxHencky02SOI,StressTrue02AVG,SR0Hencky2AVG,eyyHencky02AVG,t03,exxEng03AVG,StressEng03AVG,eyyEng03AVG,0,exxHencky03SOI,StressTrue03AVG,SR0Hencky3AVG,eyyHencky03AVG
43.8221,0.00765285276,8.65758333,-0.0031897609,0,43.8221,0.007642891,8.72383854,-1.39e-06,43.788,0.00766873921,8.62866667,-0.00330274631,0,43.788,0.00764794701,8.69483766,5.42e-05,44.0905,0.00774321627,8.66408333,-0.00306173349,0,44.0905,0.00771153535,8.7311712,0.000194682
44.0234,0.00765431276,8.65616667,-0.0031290609,0,44.0234,0.007644821,8.72242367,-9.53e-06,43.99,0.00764822921,8.62816667,-0.00326014631,0,43.99,0.00763058701,8.69415686,-9.05e-05,44.2918,0.00776840627,8.66191667,-0.00309670349,0,44.2918,0.00773906535,8.72920595,1.09e-05
44.2247,0.00765148276,8.655,-0.0031000109,0,44.2247,0.007639051,8.72122358,2.24e-05,44.191,0.00763326921,8.62729167,-0.00330562631,0,44.191,0.00761152701,8.69314611,-0.000128279,44.4931,0.00774620627,8.660125,-0.00311211349,0,44.4931,0.00771591535,8.72720811,-5.5e-05
44.4261,0.00766359276,8.65470833,-0.0030898209,0,44.4261,0.007653841,8.72103449,0.000103566,44.392,0.00759967921,8.62683333,-0.00326078631,0,44.392,0.00757894701,8.6923945,1.93e-05,44.6945,0.00774819627,8.6585,-0.00315004349,0,44.6945,0.00771692535,8.72558776,-2.33e-05
44.6274,0.00769345276,8.65329167,-0.0030998309,0,44.6274,0.007680761,8.71986536,-2.44e-05,44.594,0.00764060921,8.625625,-0.00336927631,0,44.594,0.00761928701,8.69153003,6.38e-05,44.8958,0.00773644627,8.65783333,-0.00310444349,0,44.8958,0.00770652535,8.7248142,5.06e-05
44.8287,0.00765219276,8.65279167,-0.0030780409,0,44.8287,0.007643991,8.7190045,-7.18e-05,44.795,0.00762498921,8.62570833,-0.00325509631,0,44.795,0.00760463701,8.69147927,-1.74e-05,45.0971,0.00776804627,8.65504167,-0.00312225349,0,45.0971,0.00773732535,8.72227443,-0.000353361
45.0301,0.00766151276,8.6515,-0.0031054409,0,45.0301,0.007651861,8.71778358,6.26e-05,44.996,0.00763447921,8.62408333,-0.00328046631,0,44.996,0.00761227701,8.68992372,-6.92e-05,45.2984,0.00759233627,8.65425,-0.00313731349,0,45.2984,0.00756425535,8.71995598,0.000123473
45.2314,0.00768162276,8.651375,-0.0031497809,0,45.2314,0.007669211,8.7178316,-3.55e-05,45.198,0.00759822921,8.62291667,-0.00329551631,0,45.198,0.00757678701,8.68843556,-4.42e-05,45.4998,0.00781797627,8.652875,-0.00304182349,0,45.4998,0.00778703535,8.72052297,0.000169491
45.3991,0.00765074276,8.65025,-0.0030830909,0,45.3991,0.007638751,8.71643084,-0.00013361,45.399,0.00761686921,8.62133333,-0.00328796631,0,45.399,0.00759446701,8.6870009,0.000117538,45.7011,0.00766177627,8.65170833,-0.00319522349,0,45.7011,0.00763251535,8.71799579,-0.000289288
45.6005,0.00763404276,8.64979167,-0.0031349409,0,45.6005,0.007619901,8.71582455,-0.000118309,45.6,0.00764561921,8.62083333,-0.00321481631,0,45.6,0.00762411701,8.68674494,5.16e-05,45.9024,0.00770086627,8.64975,-0.00302226349,0,45.9024,0.00767056535,8.71636057,0.000298087
45.8018,0.00760176276,8.64816667,-0.0031230809,0,45.8018,0.007591111,8.71390798,2.33e-05,45.802,0.00763282921,8.61954167,-0.00318938631,0,45.802,0.00761524701,8.68533316,-2.18e-05,46.1037,0.00778286627,8.6485,-0.00311262349,0,46.1037,0.00775252535,8.71581012,-4.67e-05
46.0031,0.00764066276,8.64695833,-0.0030753909,0,46.0031,0.007629281,8.71302683,0.000120436,46.003,0.00763795921,8.618375,-0.00329907631,0,46.003,0.00761535701,8.6842018,5.18e-05,46.3051,0.00768159627,8.647625,-0.00320743349,0,46.3051,0.00765174535,8.71405256,9.77e-06
46.2045,0.00765290276,8.645625,-0.0030852709,0,46.2045,0.007639611,8.71178913,-4.29e-05,46.204,0.00765861921,8.61641667,-0.00322914631,0,46.204,0.00763610701,8.68240652,4.92e-05,46.5064,0.00778639627,8.64575,-0.00313337349,0,46.5064,0.00775645535,8.71306924,0.000366499
46.4058,0.00762388276,8.64445833,-0.0030998709,0,46.4058,0.007612031,8.71036267,1.5e-05,46.406,0.00765784921,8.61575,-0.00324400631,0,46.406,0.00763516701,8.68172811,-5.6e-05,46.7077,0.00783001627,8.64366667,-0.00316024349,0,46.7077,0.00779928535,8.71134672,0.000193229
46.6071,0.00765708276,8.64304167,-0.0031209409,0,46.6071,0.007645671,8.70922215,0.000151037,46.607,0.00763481921,8.61433333,-0.00325785631,0,46.607,0.00761355701,8.68010221,-3.63e-05,46.909,0.00786605627,8.64245833,-0.00311719349,0,46.909,0.00783425535,8.7104404,-2.39e-05
46.8084,0.00768797276,8.64229167,-0.0030845309,0,46.8084,0.007672841,8.70873337,8.85e-05,46.808,0.00764331921,8.613,-0.00322799631,0,46.808,0.00762054701,8.67883191,-4.67e-05,47.1104,0.00782003627,8.64066667,-0.00316773349,0,47.1104,0.00778968535,8.70823699,-0.000223464
47.0098,0.00769373276,8.64195833,-0.0031758109,0,47.0098,0.007681321,8.70844725,-7.6e-05,47.01,0.00761525921,8.61270833,-0.00327813631,0,47.01,0.00759475701,8.67829634,1.92e-05,47.3117,0.00777489627,8.63954167,-0.00309919349,0,47.3117,0.00774426535,8.70671321,-0.000247016
47.2111,0.00765409276,8.640625,-0.0031463309,0,47.2111,0.007642241,8.70676115,-8.67e-05,47.211,0.00765000921,8.6115,-0.00330139631,0,47.211,0.00762825701,8.67737805,0.0001131,47.513,0.00772007627,8.63825,-0.00311122349,0,47.513,0.00769023535,8.70493795,-0.000235195
47.4124,0.00765859276,8.63875,-0.0031913909,0,47.4124,0.007646411,8.70491067,-7.13e-05,47.412,0.00766101921,8.60995833,-0.00324745631,0,47.412,0.00764028701,8.67591939,3.59e-05,47.7144,0.00768042627,8.63608333,-0.00316495349,0,47.7144,0.00764955535,8.70241213,7.03e-05
47.6137,0.00762487276,8.63841667,-0.0031142109,0,47.6137,0.007613561,8.70428349,-8.02e-05,47.614,0.00766595921,8.60929167,-0.00322902631,0,47.614,0.00764270701,8.67529015,-9.42e-05,47.9157,0.00774877627,8.63541667,-0.00308041349,0,47.9157,0.00771854535,8.70233058,0.000264892
47.8151,0.00762599276,8.63775,-0.0031164809,0,47.8151,0.007614091,8.70362142,8.87e-05,47.781,0.00762608921,8.60791667,-0.00325503631,0,47.781,0.00760551701,8.67356141,-0.000109082,48.117,0.00778634627,8.63395833,-0.00313026349,0,48.117,0.00775619535,8.70118532,-5.37e-05
48.0164,0.00766050276,8.63725,-0.0031328909,0,48.0164,0.007649281,8.70341568,6.37e-05,47.983,0.00762236921,8.60625,-0.00326804631,0,47.983,0.00760244701,8.67185002,1.54e-05,48.3183,0.00772824627,8.63195833,-0.00309594349,0,48.3183,0.00769693535,8.69866823,-0.000157236
48.2177,0.00765188276,8.63783333,-0.0031991409,0,48.2177,0.007639731,8.70392902,-5.11e-05,48.184,0.00762874921,8.60491667,-0.00331221631,0,48.184,0.00761172701,8.67056142,-2.48e-06,48.5197,0.00772323627,8.63129167,-0.00310800349,0,48.5197,0.00769287535,8.69795317,8.42e-05
48.419,0.00763911276,8.63670833,-0.0030709209,0,48.419,0.007628731,8.70268512,-6.81e-05,48.385,0.00762058921,8.60466667,-0.00328561631,0,48.385,0.00760144701,8.6702393,1.6e-05,48.721,0.00776092627,8.62975,-0.00308643349,0,48.721,0.00773082535,8.69672485,9.62e-05
48.6204,0.00762324276,8.63633333,-0.0031532109,0,48.6204,0.007612311,8.7021702,-4.4e-05,48.587,0.00763921921,8.60341667,-0.00316632631,0,48.587,0.00761816701,8.66914005,5.32e-05,48.9223,0.00776403627,8.62891667,-0.00317460349,0,48.9223,0.00773159535,8.69591189,-4.8e-05
48.8217,0.00762384276,8.63545833,-0.0031488409,0,48.8217,0.007610991,8.70129371,-5.89e-05,48.788,0.00764319921,8.60320833,-0.00329887631,0,48.788,0.00762288701,8.66896437,-9.17e-06,49.1236,0.00774083627,8.62804167,-0.00310529349,0,49.1236,0.00771150535,8.69482992,-0.000115125
49.023,0.00760099276,8.63591667,-0.0031595109,0,49.023,0.007588611,8.70155821,-2.04e-06,48.989,0.00763637921,8.6025,-0.00321711631,0,48.989,0.00761446701,8.66819195,-3.6e-05,49.325,0.00771541627,8.62716667,-0.00310886349,0,49.325,0.00768522535,8.69372885,2.51e-05
49.2244,0.00762301276,8.63625,-0.0030947809,0,49.2244,0.007610181,8.70208424,6.98e-05,49.191,0.00762844921,8.60179167,-0.00330508631,0,49.191,0.00760837701,8.66741,1.55e-05,49.5263,0.00775150627,8.62625,-0.00313406349,0,49.5263,0.00772160535,8.69311643,1.89e-05
49.4257,0.00762804276,8.63645833,-0.0031190009,0,49.4257,0.007616731,8.70233761,1.28e-05,49.392,0.00764037921,8.60083333,-0.00317849631,0,49.392,0.00762073701,8.66654696,6.16e-05,49.7276,0.00772325627,8.62529167,-0.00301381349,0,49.7276,0.00769282535,8.691907,-3.83e-05
49.627,0.00762801276,8.6365,-0.0030929709,0,49.627,0.007615331,8.70237933,2.84e-05,49.593,0.00765367921,8.60066667,-0.00324068631,0,49.593,0.00763317701,8.66649341,2.18e-05,49.9289,0.00773705627,8.62395833,-0.00304423349,0,49.9289,0.00770617535,8.69068238,6.57e-05
49.8283,0.00763863276,8.636375,-0.0032321209,0,49.8283,0.007628181,8.7023451,8.87e-05,49.795,0.00764937921,8.59958333,-0.00328295631,0,49.795,0.00762951701,8.66536481,-2.15e-06,50.1303,0.00774928627,8.62325,-0.00309523349,0,50.1303,0.00771930535,8.69007403,6.65e-05
50.0297,0.00766335276,8.637375,-0.0030820309,0,50.0297,0.007651041,8.70356625,0.000162894,49.996,0.00765601921,8.59941667,-0.00322136631,0,49.996,0.00763230701,8.66525397,-0.000106695,50.3316,0.00776346627,8.62154167,-0.00305259349,0,50.3316,0.00773296535,8.68847471,4.82e-05
50.1974,0.00770184276,8.63629167,-0.0030864209,0,50.1974,0.007688311,8.70280703,-2.53e-07,50.197,0.00760586921,8.599,-0.00322791631,0,50.197,0.00758654701,8.66440287,-2.65e-05,50.5329,0.00776914627,8.62116667,-0.00308772349,0,50.5329,0.00773869535,8.68814577,1.78e-05
50.3988,0.00766281276,8.63666667,-0.0031578709,0,50.3988,0.007650951,8.70284783,-1.72e-05,50.399,0.00764274921,8.59820833,-0.00328836631,0,50.399,0.00762163701,8.66392228,-6.87e-06,50.7343,0.00777091627,8.62020833,-0.00305059349,0,50.7343,0.00774012535,8.68719525,-1.7e-05
50.6001,0.00769329276,8.635375,-0.0031081809,0,50.6001,0.007681371,8.70180947,-3.06e-05,50.6,0.00760407921,8.59716667,-0.00330530631,0,50.6,0.00758377701,8.6625402,-1.07e-05,50.9356,0.00776134627,8.61895833,-0.00296560349,0,50.9356,0.00773187535,8.68585305,-1.48e-05
50.8014,0.00765098276,8.63554167,-0.0031198509,0,50.8014,0.007638621,8.70161205,-0.000270137,50.801,0.00763858921,8.596375,-0.00328642631,0,50.801,0.00761732701,8.66203918,6.76e-05,51.1369,0.00776418627,8.61854167,-0.00311297349,0,51.1369,0.00773418535,8.68545763,-8.03e-05
51.0027,0.00758441276,8.63433333,-0.0031078409,0,51.0027,0.007572601,8.69981968,0.000135324,51.003,0.00762986921,8.59570833,-0.00327374631,0,51.003,0.00761100701,8.66129246,7.13e-05,51.3382,0.00772944627,8.61658333,-0.00311789349,0,51.3382,0.00769953535,8.68318475,-0.00013831
51.2376,0.00771090276,8.633625,-0.0030731809,0,51.2376,0.007697651,8.70019804,0.000336906,51.204,0.00766832921,8.59583333,-0.00324493631,0,51.204,0.00764604701,8.66174901,6.86e-05,51.5396,0.00770699627,8.615375,-0.00308028349,0,51.5396,0.00767848535,8.68177366,3.61e-05
51.4054,0.00772073276,8.63354167,-0.0032470509,0,51.4054,0.007708281,8.70019893,-0.000320531,51.405,0.00765915921,8.59533333,-0.00320941631,0,51.405,0.00763862701,8.66116636,3.21e-05,51.7409,0.00774393627,8.6155,-0.00311634349,0,51.7409,0.00771408535,8.68221788,0.000140198
51.6403,0.00758092276,8.63254167,-0.0031528809,0,51.6403,0.007568581,8.6979843,-0.000296772,51.607,0.00767888921,8.59616667,-0.00327855631,0,51.607,0.00765898701,8.66217568,4.2e-06,51.9422,0.00776551627,8.61545833,-0.00310786349,0,51.9422,0.00773492535,8.68236182,1.84e-06
51.808,0.00759790276,8.633125,-0.0032977609,0,51.808,0.007588791,8.69871864,0.000257885,51.808,0.00766008921,8.59516667,-0.00323079631,0,51.808,0.00764031701,8.66100641,-4.07e-05,52.1435,0.00774406627,8.61445833,-0.00309364349,0,52.1435,0.00771482535,8.68116927,-4.71e-05
52.0094,0.00767234276,8.63191667,-0.0030176009,0,52.0094,0.007663761,8.69814369,0.000304087,52.009,0.00766323921,8.59533333,-0.00323787631,0,52.009,0.00764257701,8.66120143,-6.7e-05,52.3449,0.00774523627,8.614,-0.00307785349,0,52.3449,0.00771597535,8.68071747,3.47e-05
52.2107,0.00772358276,8.63108333,-0.0030081309,0,52.2107,0.007711251,8.69774622,-7.04e-05,52.211,0.00763116921,8.59529167,-0.00330489631,0,52.211,0.00761334701,8.66088379,-5.66e-05,52.5462,0.00775918627,8.61375,-0.00309250349,0,52.5462,0.00772880535,8.68058569,-1.76e-05
52.412,0.00764770276,8.62979167,-0.0031133909,0,52.412,0.007635411,8.69578975,-0.000194104,52.412,0.00764219921,8.59420833,-0.00326646631,0,52.412,0.00761977701,8.65988699,-1.24e-05,52.7475,0.00773849627,8.613875,-0.00309060349,0,52.7475,0.00770891535,8.68053344,-6.68e-05
52.6134,0.00764596276,8.62929167,-0.0032087009,0,52.6134,0.007633091,8.69527091,-0.0001869,52.613,0.00762927921,8.59416667,-0.00326171631,0,52.613,0.00760834701,8.65973396,2.06e-05,52.9488,0.00773134627,8.61466667,-0.00306432349,0,52.9488,0.00770191535,8.68126964,3.42e-05
52.8147,0.00757085276,8.62891667,-0.0031764409,0,52.8147,0.007560141,8.69424492,-4.11e-05,52.781,0.00764601921,8.593,-0.00324758631,0,52.781,0.00762736701,8.65870224,3.97e-05,53.1502,0.00775189627,8.61458333,-0.00306993349,0,53.1502,0.00772265535,8.68136269,-6.53e-06
53.016,0.00762841276,8.62816667,-0.0031104109,0,53.016,0.007616521,8.69398588,-4.17e-05,52.982,0.00764610921,8.59304167,-0.00328929631,0,52.982,0.00762298701,8.658745,-0.000362037,53.3515,0.00772929627,8.61408333,-0.00309987349,0,53.3515,0.00769928535,8.68066414,-1.83e-05
53.2173,0.00755505276,8.62720833,-0.0031516909,0,53.2173,0.007543351,8.69238735,0.000161648,53.184,0.00750035921,8.5935,-0.00324703631,0,53.184,0.00748156701,8.65795434,2.32e-05,53.5528,0.00774510627,8.612875,-0.00309507349,0,53.5528,0.00771529535,8.67958263,9.24e-05
53.4187,0.00769494276,8.62620833,-0.0030435709,0,53.4187,0.007681621,8.69258651,0.000153014,53.385,0.00765427921,8.59283333,-0.00326569631,0,53.385,0.00763233701,8.65860528,-0.000130655,53.7542,0.00776672627,8.61204167,-0.00305655349,0,53.7542,0.00773648535,8.67892904,6.59e-05
53.62,0.00761819276,8.62658333,-0.0031265109,0,53.62,0.007604961,8.69230231,-0.000191816,53.586,0.00744833921,8.59204167,-0.00337873631,0,53.586,0.00742895701,8.65603811,0.000283755,53.9555,0.00777235627,8.611625,-0.00302504349,0,53.9555,0.00774182535,8.67855762,9.61e-06
53.8213,0.00761527276,8.62616667,-0.0031802609,0,53.8213,0.007604401,8.69185728,0.000217685,53.788,0.00776541921,8.59283333,-0.00323375631,0,53.788,0.00774660701,8.65956029,0.000358375,54.1568,0.00777076627,8.611375,-0.00310474349,0,54.1568,0.00774035535,8.67829198,-8.25e-05
54.0226,0.00770333276,8.623875,-0.0030860909,0,54.0226,0.007692601,8.69030758,0.000104028,53.989,0.00759198921,8.59333333,-0.00323732631,0,53.989,0.00757322701,8.65857383,-0.000301498,54.3581,0.00773905627,8.610625,-0.00317263349,0,54.3581,0.00770860535,8.67726311,-0.000146958
54.224,0.00765654276,8.62370833,-0.0029973009,0,54.224,0.007646291,8.68973612,-0.000432419,54.19,0.00764640921,8.59358333,-0.00314246631,0,54.19,0.00762523701,8.65929339,-0.000302144,54.5595,0.00771195627,8.61116667,-0.00310160349,0,54.5595,0.00768116535,8.67757561,-4.44e-05
54.4253,0.00752766276,8.622875,-0.0031657309,0,54.4253,0.007518471,8.68778509,0.000317403,54.392,0.00747277921,8.5945,-0.00328958631,0,54.392,0.00745155701,8.6587248,0.000103473,54.7608,0.00771939627,8.60958333,-0.00315582349,0,54.7608,0.00769073535,8.67604412,0.000113894
54.6266,0.00778669276,8.62208333,-0.0030828009,0,54.6266,0.007774071,8.68922085,0.000448561,54.593,0.00768850921,8.594625,-0.00323930631,0,54.593,0.00766690701,8.66070485,0.000547507,54.9621,0.00775765627,8.60908333,-0.00309685349,0,54.9621,0.00772702535,8.67586964,9.17e-05
54.8279,0.00771153276,8.62104167,-0.0030572509,0,54.8279,0.007699061,8.68752311,-0.000383554,54.794,0.00768948921,8.59533333,-0.00331778631,0,54.794,0.00767196701,8.66142706,-0.000142584,55.1634,0.00775811627,8.607875,-0.00310058349,0,55.1634,0.00772766535,8.6746559,-2.63e-05
55.0293,0.00763185276,8.62033333,-0.0030637609,0,55.0293,0.007619621,8.68612245,-0.000133451,54.996,0.00762855921,8.59475,-0.00332750631,0,54.996,0.00760949701,8.66031556,-8.07e-05,55.3648,0.00774724627,8.60754167,-0.00311674349,0,55.3648,0.00771644535,8.67422641,-7.48e-05
55.2306,0.00765732276,8.61870833,-0.0031694909,0,55.2306,0.007645321,8.68470456,0.00016664,55.197,0.00766089921,8.594625,-0.00322355631,0,55.197,0.00763947701,8.66046756,-7.7e-05,55.5661,0.00772793627,8.60670833,-0.00309742349,0,55.5661,0.00769753535,8.67322043,-0.000117265
55.3984,0.00769874276,8.61779167,-0.0031348509,0,55.3984,0.007681131,8.68413783,-4.11e-05,55.398,0.00759550921,8.59475,-0.00340230631,0,55.398,0.00757850701,8.6600315,-7.32e-05,55.7674,0.00769918627,8.60654167,-0.00308819349,0,55.7674,0.00766924535,8.67280503,2.33e-05
55.5997,0.00764235276,8.617375,-0.0031497309,0,55.5997,0.007630141,8.68323202,-4.43e-05,55.6,0.00763136921,8.594125,-0.00329861631,0,55.6,0.00760998701,8.65970994,7.19e-05,56.0023,0.00773826627,8.60575,-0.00307528349,0,56.0023,0.00770768535,8.67234358,5.41e-05
55.801,0.00767547276,8.61733333,-0.0031277209,0,55.801,0.007663271,8.68347544,-6.46e-05,55.801,0.00762866921,8.593625,-0.00326172631,0,55.801,0.00760745701,8.65918292,2.85e-05,56.1701,0.00772144627,8.6055,-0.00309836349,0,56.1701,0.00769102535,8.67194691,2.14e-05
56.0024,0.00761541276,8.61675,-0.0031891709,0,56.0024,0.007604111,8.68237011,-1.51e-05,56.002,0.00763985921,8.59333333,-0.00322798631,0,56.002,0.00762148701,8.65898519,-1e-05,56.3714,0.00774437627,8.60491667,-0.00308117349,0,56.3714,0.00771560535,8.67155638,4.33e-05
56.2037,0.00766978276,8.61595833,-0.0030578009,0,56.2037,0.007657191,8.68204086,-5.94e-05,56.204,0.00762330921,8.59291667,-0.00332679631,0,56.204,0.00760341701,8.65842313,1.83e-05,56.5727,0.00773745627,8.602875,-0.00311935349,0,56.5727,0.00770846535,8.66943937,-2.66e-05
56.405,0.00759249276,8.614875,-0.0031294009,0,56.405,0.007580181,8.68028338,3.02e-05,56.405,0.00764840921,8.59254167,-0.00322157631,0,56.405,0.00762884701,8.65826094,8.48e-05,56.7741,0.00773438627,8.60241667,-0.00314738349,0,56.7741,0.00770489535,8.66895108,8.32e-05
56.6063,0.00768347276,8.615,-0.0031014609,0,56.6063,0.007669371,8.68119312,0.00014148,56.606,0.00765798921,8.593125,-0.00328706631,0,56.606,0.00763755701,8.65893106,-6.47e-05,56.9754,0.00777202627,8.60116667,-0.00308666349,0,56.9754,0.00774199535,8.66801516,-0.000116658
56.8077,0.00764810276,8.61479167,-0.0031175209,0,56.8077,0.007637161,8.68067848,-2.09e-05,56.808,0.00762452921,8.59204167,-0.00324144631,0,56.808,0.00760279701,8.65755194,2.75e-05,57.1767,0.00768792627,8.59991667,-0.00314632349,0,57.1767,0.00765792535,8.66603219,-3.94e-05
57.009,0.00767330276,8.61475,-0.0030465009,0,57.009,0.007660951,8.68085358,-8.89e-05,57.009,0.00766717921,8.59191667,-0.00320294631,0,57.009,0.00764861701,8.65779243,-6.91e-05,57.378,0.00775580627,8.59908333,-0.00313116349,0,57.378,0.00772612535,8.66577616,0.000141138
57.2103,0.00761237276,8.61283333,-0.0031648709,0,57.2103,0.007601361,8.67839743,-6.94e-05,57.21,0.00759551921,8.59258333,-0.00321664631,0,57.21,0.00757497701,8.65784847,-4.05e-05,57.5794,0.00774432627,8.597875,-0.00307629349,0,57.5794,0.00771476535,8.66445975,-0.000111024
57.4116,0.00764516276,8.61354167,-0.0031462809,0,57.4116,0.007633001,8.67939359,7.9e-05,57.412,0.00765058921,8.59204167,-0.00322706631,0,57.412,0.00763230701,8.65777585,0.000119051,57.7807,0.00771082627,8.597125,-0.00302379349,0,57.7807,0.00768142535,8.66341594,-2.81e-05
57.613,0.00764576276,8.61333333,-0.0030778409,0,57.613,0.007633171,8.67918884,-1.43e-05,57.613,0.00764417921,8.59220833,-0.00325790631,0,57.613,0.00762291701,8.65788871,5.75e-05,57.982,0.00773312627,8.59608333,-0.00309896349,0,57.982,0.00770345535,8.66255793,0.00012667
57.8143,0.00764060276,8.61379167,-0.0031214209,0,57.8143,0.007627241,8.67960623,-2.98e-05,57.814,0.00767503921,8.59195833,-0.00328299631,0,57.814,0.00765543701,8.65790195,7.07e-05,58.1833,0.00776445627,8.59495833,-0.00312734349,0,58.1833,0.00773242535,8.66169351,2.13e-05
58.0156,0.00762821276,8.61404167,-0.0030195209,0,58.0156,0.007621171,8.67975141,2.27e-05,57.982,0.00767056921,8.59095833,-0.00317365631,0,57.982,0.00764902701,8.65685587,-3.64e-05,58.3847,0.00774321627,8.59458333,-0.00313916349,0,58.3847,0.00771201535,8.66113305,-0.000100136
58.2169,0.00764703276,8.614125,-0.0031195209,0,58.2169,0.007636371,8.6799975,2.78e-05,58.183,0.00766653921,8.59079167,-0.00325825631,0,58.183,0.00764201701,8.65665331,-0.000102291,58.586,0.00772245627,8.59358333,-0.00316589349,0,58.586,0.00769209535,8.6599469,6.41e-05
58.4183,0.00764087276,8.61425,-0.0031545309,0,58.4183,0.007632361,8.68007039,6.24e-05,58.385,0.00763074921,8.59004167,-0.00328487631,0,58.385,0.00760784701,8.65559012,-0.000107087,58.7873,0.00776775627,8.592,-0.00306305349,0,58.7873,0.00773782535,8.65874056,1.78e-05
58.6196,0.00767395276,8.612625,-0.0030599209,0,58.6196,0.007661491,8.67871788,0.000120846,58.586,0.00762030921,8.58966667,-0.00320917631,0,58.586,0.00759888701,8.65512258,0.000100565,58.9886,0.00772888627,8.59104167,-0.00308290349,0,58.9886,0.00769925535,8.65744085,-0.000100352
58.8209,0.00769190276,8.61383333,-0.0031382109,0,58.8209,0.007681011,8.6800901,-2.26e-05,58.787,0.00766660921,8.59025,-0.00329958631,0,58.787,0.00764835701,8.65610809,8.16e-05,59.19,0.00772688627,8.59,-0.00301712349,0,59.19,0.00769741535,8.65637395,5.23e-05
59.0222,0.00766480276,8.613,-0.0031349309,0,59.0222,0.007652401,8.67901695,-9.9e-05,58.989,0.00765279921,8.58929167,-0.00323154631,0,58.989,0.00763175701,8.65502379,-0.000110283,59.3913,0.00775126627,8.589625,-0.00305307349,0,59.3913,0.00772030535,8.65620547,7e-05
59.19,0.00765554276,8.61266667,-0.0030709909,0,59.19,0.007644471,8.6786013,-7.16e-05,59.19,0.00762813921,8.58883333,-0.00323877631,0,59.19,0.00760394701,8.65435015,-6.08e-05,59.5926,0.00775651627,8.58808333,-0.00313585349,0,59.5926,0.00772557535,8.65469694,-5.14e-05
59.4249,0.00763693276,8.61129167,-0.0031295009,0,59.4249,0.007623561,8.67705552,6.44e-05,59.391,0.00762764921,8.58825,-0.00325137631,0,59.391,0.00760727701,8.65375816,-7.59e-05,59.7939,0.00772975627,8.58604167,-0.00315411349,0,59.7939,0.00769962535,8.65240968,-0.000116748
59.5927,0.00768445276,8.61170833,-0.0031265609,0,59.5927,0.007670391,8.6778846,-1.21e-06,59.593,0.00759463921,8.58645833,-0.00327508631,0,59.593,0.00757336701,8.65166939,7.72e-06,59.9953,0.00770825627,8.58608333,-0.00308069349,0,59.9953,0.00767857535,8.65226706,5.98e-05
59.794,0.00763510276,8.61304167,-0.0031409009,0,59.794,0.007623111,8.67880312,-7.29e-05,59.794,0.00762547921,8.58675,-0.00326484631,0,59.794,0.00761038701,8.65222808,9.33e-05,60.1966,0.00775380627,8.58425,-0.00317770349,0,60.1966,0.00772372535,8.65081061,0.000213381
59.9953,0.00765141276,8.61216667,-0.0031609109,0,59.9953,0.007641051,8.67806191,2.79e-05,59.995,0.00762853921,8.58616667,-0.00322320631,0,59.995,0.00761092701,8.65166658,2.21e-05,60.3979,0.00779587627,8.58354167,-0.00306815349,0,60.3979,0.00776447535,8.6504579,-6.22e-05
60.1967,0.00764801276,8.61258333,-0.0031353209,0,60.1967,0.007634361,8.67845248,3.99e-05,60.197,0.00763594921,8.58566667,-0.00340689631,0,60.197,0.00761928701,8.65122638,-5.35e-05,60.5993,0.00772894627,8.582875,-0.00312200349,0,60.5993,0.00769866535,8.64921158,-0.000148445
60.398,0.00766953276,8.612875,-0.0031364509,0,60.398,0.007657111,8.67893173,-7.23e-05,60.398,0.00761021921,8.58504167,-0.00343275631,0,60.398,0.00758940701,8.65037572,1.21e-05,60.8006,0.00773502627,8.58125,-0.00316252349,0,60.8006,0.00770469535,8.64762619,3.06e-05
60.5993,0.00761714276,8.61229167,-0.0031353309,0,60.5993,0.007605231,8.67789272,-8.23e-05,60.599,0.00764422921,8.58479167,-0.00332852631,0,60.599,0.00762413701,8.65041578,3.82e-05,61.0019,0.00774141627,8.58091667,-0.00306772349,0,61.0019,0.00771097535,8.64734511,-9.1e-05
60.8006,0.00763612276,8.61204167,-0.0031494909,0,60.8006,0.007623991,8.67780427,0.000137237,60.801,0.00762484921,8.58508333,-0.00337339631,0,60.801,0.00760480701,8.6505433,-9.56e-05,61.2032,0.00769656627,8.58,-0.00309646349,0,61.2032,0.00766804535,8.64603654,1.28e-05
61.002,0.00766867276,8.61116667,-0.0030431209,0,61.002,0.007660501,8.67720289,-6.78e-05,61.002,0.00760565921,8.58416667,-0.00333224631,0,61.002,0.00758562701,8.64945491,-1.46e-05,61.4046,0.00774563627,8.57875,-0.00302395349,0,61.4046,0.00771612535,8.64519788,0.000131628
61.2033,0.00760776276,8.61129167,-0.0031167909,0,61.2033,0.007596701,8.67680433,-0.000154215,61.203,0.00761975921,8.58404167,-0.00321371631,0,61.203,0.00759891701,8.64945,0.000114005,61.6059,0.00775100627,8.57808333,-0.00307109349,0,61.6059,0.00772104535,8.64457211,7.32e-05
